timestamp,open,high,low,close,volume
2025-04-09 04:00:00,88.32,88.32,88.32,88.32,18
2025-04-09 04:01:00,88.05,88.6,88.05,88.6,577
2025-04-09 04:02:00,88.79,89.29,88.79,89.29,91
2025-04-09 04:03:00,89.29,89.29,89.29,89.29,0
2025-04-09 04:04:00,88.01,88.01,88.01,88.01,10
2025-04-09 04:05:00,88.01,88.01,88.01,88.01,0
2025-04-09 04:06:00,88.0,88.56,87.0,87.0,452
2025-04-09 04:07:00,87.58,88.0,86.6,86.6,145
2025-04-09 04:08:00,87.0,87.0,87.0,87.0,20
2025-04-09 04:09:00,87.0,87.0,87.0,87.0,40
2025-04-09 04:10:00,87.27,87.3,87.27,87.3,200
2025-04-09 04:11:00,87.3,87.3,87.3,87.3,0
2025-04-09 04:12:00,87.3,87.3,87.3,87.3,100
2025-04-09 04:13:00,87.3,87.3,87.3,87.3,1
2025-04-09 04:14:00,87.3,87.3,87.2,87.2,509
2025-04-09 04:15:00,87.2,87.2,87.2,87.2,0
2025-04-09 04:16:00,87.2,87.2,87.2,87.2,0
2025-04-09 04:17:00,87.2,87.2,87.2,87.2,0
2025-04-09 04:18:00,87.0,87.33,87.0,87.3,373
2025-04-09 04:19:00,87.38,87.38,87.38,87.38,25
2025-04-09 04:20:00,87.38,87.38,87.38,87.38,0
2025-04-09 04:21:00,87.38,87.38,87.38,87.38,0
2025-04-09 04:22:00,87.4,87.4,87.4,87.4,12
2025-04-09 04:23:00,87.4,87.4,87.33,87.36,143
2025-04-09 04:24:00,87.38,87.42,87.38,87.38,601
2025-04-09 04:25:00,87.38,87.38,87.38,87.38,260
2025-04-09 04:26:00,87.38,87.38,87.38,87.38,135
2025-04-09 04:27:00,87.79,87.8,87.54,87.54,45
2025-04-09 04:28:00,87.54,87.54,87.54,87.54,1
2025-04-09 04:29:00,87.3,87.3,87.3,87.3,5
2025-04-09 04:30:00,87.1,87.1,86.7,86.9,176
2025-04-09 04:31:00,86.57,86.57,86.57,86.57,5
2025-04-09 04:32:00,86.4,86.47,86.0,86.0,399
2025-04-09 04:33:00,85.6,85.82,85.42,85.82,241
2025-04-09 04:34:00,85.74,85.74,85.0,85.0,150
2025-04-09 04:35:00,85.77,86.0,85.77,86.0,70
2025-04-09 04:36:00,86.58,86.6,86.5,86.6,577
2025-04-09 04:37:00,85.43,85.5,85.43,85.5,1051
2025-04-09 04:38:00,85.5,85.5,85.5,85.5,0
2025-04-09 04:39:00,85.5,85.5,85.5,85.5,0
2025-04-09 04:40:00,85.5,85.5,85.5,85.5,0
2025-04-09 04:41:00,85.5,85.5,85.5,85.5,0
2025-04-09 04:42:00,85.5,85.5,85.5,85.5,0
2025-04-09 04:43:00,85.5,85.5,85.5,85.5,0
2025-04-09 04:44:00,85.5,85.5,85.5,85.5,0
2025-04-09 04:45:00,86.22,86.22,86.22,86.22,41
2025-04-09 04:46:00,86.22,86.22,86.22,86.22,0
2025-04-09 04:47:00,86.22,86.22,86.22,86.22,0
2025-04-09 04:48:00,86.22,86.22,86.22,86.22,0
2025-04-09 04:49:00,86.22,86.22,86.22,86.22,0
2025-04-09 04:50:00,86.99,86.99,86.99,86.99,100
2025-04-09 04:51:00,86.9,86.93,86.9,86.93,65
2025-04-09 04:52:00,86.5,86.5,86.5,86.5,267
2025-04-09 04:53:00,86.5,86.5,86.5,86.5,0
2025-04-09 04:54:00,86.5,86.5,86.5,86.5,0
2025-04-09 04:55:00,86.5,86.5,86.5,86.5,0
2025-04-09 04:56:00,86.5,86.5,86.5,86.5,0
2025-04-09 04:57:00,87.35,87.95,87.35,87.95,209
2025-04-09 04:58:00,87.95,87.95,87.95,87.95,0
2025-04-09 04:59:00,87.95,87.95,87.95,87.95,0
2025-04-09 05:00:00,87.8,87.8,87.8,87.8,153
2025-04-09 05:01:00,87.73,87.73,87.73,87.73,18
2025-04-09 05:02:00,87.35,87.35,87.2,87.2,170
2025-04-09 05:03:00,87.23,87.23,87.23,87.23,3
2025-04-09 05:04:00,87.23,87.23,87.23,87.23,0
2025-04-09 05:05:00,87.35,87.78,87.26,87.78,34
2025-04-09 05:06:00,87.78,87.78,87.78,87.78,0
2025-04-09 05:07:00,87.78,87.78,87.78,87.78,0
2025-04-09 05:08:00,87.78,87.78,87.78,87.78,0
2025-04-09 05:09:00,87.78,87.78,87.78,87.78,5
2025-04-09 05:10:00,87.9,87.9,87.9,87.9,205
2025-04-09 05:11:00,87.9,87.97,87.9,87.9,107
2025-04-09 05:12:00,87.9,88.0,87.9,88.0,100
2025-04-09 05:13:00,87.77,87.77,87.77,87.77,5
2025-04-09 05:14:00,87.77,87.77,87.77,87.77,0
2025-04-09 05:15:00,87.77,87.77,87.77,87.77,0
2025-04-09 05:16:00,87.75,87.75,87.75,87.75,2
2025-04-09 05:17:00,87.58,87.58,87.5,87.5,1131
2025-04-09 05:18:00,87.5,87.5,87.21,87.36,124
2025-04-09 05:19:00,87.36,87.36,87.36,87.36,0
2025-04-09 05:20:00,87.36,87.36,87.36,87.36,0
2025-04-09 05:21:00,87.36,87.36,87.36,87.36,0
2025-04-09 05:22:00,87.36,87.36,87.36,87.36,0
2025-04-09 05:23:00,87.36,87.36,87.36,87.36,0
2025-04-09 05:24:00,87.1,87.1,87.1,87.1,10
2025-04-09 05:25:00,87.1,87.45,87.0,87.45,301
2025-04-09 05:26:00,87.45,87.45,87.45,87.45,0
2025-04-09 05:27:00,87.4,87.4,87.4,87.4,3
2025-04-09 05:28:00,87.4,87.4,87.4,87.4,0
2025-04-09 05:29:00,87.46,87.46,87.46,87.46,30
2025-04-09 05:30:00,87.46,87.46,87.46,87.46,0
2025-04-09 05:31:00,87.46,87.46,87.46,87.46,0
2025-04-09 05:32:00,87.48,87.5,87.48,87.5,52
2025-04-09 05:33:00,87.5,87.5,87.5,87.5,0
2025-04-09 05:34:00,87.5,87.5,87.5,87.5,0
2025-04-09 05:35:00,87.12,87.12,87.12,87.12,5
2025-04-09 05:36:00,87.12,87.12,87.12,87.12,0
2025-04-09 05:37:00,87.12,87.12,87.12,87.12,0
2025-04-09 05:38:00,87.12,87.12,87.12,87.12,0
2025-04-09 05:39:00,87.0,87.45,87.0,87.45,100
2025-04-09 05:40:00,87.11,87.11,86.6,86.6,1008
2025-04-09 05:41:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:42:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:43:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:44:00,86.81,86.81,86.81,86.81,100
2025-04-09 05:45:00,86.81,86.81,86.81,86.81,0
2025-04-09 05:46:00,87.29,87.39,87.29,87.39,57
2025-04-09 05:47:00,87.39,87.39,87.39,87.39,0
2025-04-09 05:48:00,87.39,87.39,87.39,87.39,0
2025-04-09 05:49:00,87.39,87.39,87.39,87.39,0
2025-04-09 05:50:00,86.6,86.6,86.6,86.6,44
2025-04-09 05:51:00,86.6,86.6,86.6,86.6,50
2025-04-09 05:52:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:53:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:54:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:55:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:56:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:57:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:58:00,86.6,86.6,86.6,86.6,0
2025-04-09 05:59:00,86.6,86.6,86.6,86.6,0
2025-04-09 06:00:00,86.38,86.38,86.38,86.38,30
